RecordID,Date,Player,Team,Positive,Neutral,Negative,PopularityScore
4815,2023-10-17,Joe Root,India,94,8,0,9.8
4816,2023-04-04,David Warner,England,71,5,24,7.3
4817,2025-05-01,Rishabh Pant,India,56,11,33,6.2
4818,2023-07-08,Jason Holder,Sri Lanka,80,19,1,8.9
4819,2024-10-12,Jonny Bairstow,Australia,85,6,9,8.8
4820,2025-02-24,Kane Williamson,Pakistan,83,12,5,8.9
4821,2024-07-31,Litton Das,New Zealand,91,12,0,9.7
4822,2023-07-24,Steve Smith,South Africa,86,4,10,8.8
4823,2024-08-06,Ben Stokes,Bangladesh,81,12,7,8.7
4824,2025-05-25,Kagiso Rabada,England,76,19,5,8.6
4825,2024-02-05,Fakhar Zaman,New Zealand,70,15,15,7.8
4826,2023-05-11,Kagiso Rabada,South Africa,76,16,8,8.4
4827,2023-11-21,Litton Das,West Indies,76,14,10,8.3
4828,2024-05-07,Dasun Shanaka,West Indies,95,5,0,9.8
4829,2024-02-05,Suryakumar Yadav,Pakistan,81,20,0,9.1
4830,2023-09-12,Travis Head,Pakistan,71,3,26,7.2
4831,2025-05-01,Rashid Khan,West Indies,86,16,0,9.4
4832,2024-08-01,Glenn Maxwell,England,76,19,5,8.6
4833,2023-02-15,Aiden Markram,Afghanistan,55,16,29,6.3
4834,2025-01-06,Jasprit Bumrah,Pakistan,62,20,18,7.2
4835,2023-05-14,Ben Stokes,India,70,11,19,7.5
4836,2023-02-18,Virat Kohli,South Africa,59,15,26,6.7
4837,2023-06-12,Trent Boult,England,65,10,25,7.0
4838,2023-06-17,Andre Russell,South Africa,71,20,9,8.1
4839,2023-10-26,Ravindra Jadeja,India,80,16,4,8.8
4840,2023-03-29,MS Dhoni,South Africa,76,9,15,8.1
4841,2023-01-26,Kusal Mendis,Afghanistan,73,9,18,7.8
4842,2024-02-24,Dasun Shanaka,West Indies,82,3,15,8.3
4843,2023-09-14,Shimron Hetmyer,South Africa,82,9,9,8.7
4844,2023-01-15,Dasun Shanaka,South Africa,61,13,26,6.8
4845,2023-06-22,Jonny Bairstow,England,57,19,24,6.7
4846,2024-02-06,Babar Azam,England,86,13,1,9.2
4847,2024-12-30,Suryakumar Yadav,West Indies,62,17,21,7.0
4848,2025-03-08,MS Dhoni,New Zealand,68,19,13,7.8
4849,2023-02-17,Shubman Gill,Bangladesh,85,12,3,9.1
4850,2024-10-25,Suryakumar Yadav,India,77,11,12,8.2
4851,2024-11-18,Rashid Khan,New Zealand,71,12,17,7.7
4852,2024-05-15,Mustafizur Rahman,Australia,74,3,23,7.5
4853,2023-12-31,Fakhar Zaman,Bangladesh,86,8,6,9.0
4854,2023-05-05,Fakhar Zaman,Bangladesh,74,11,15,8.0
4855,2024-08-04,Mustafizur Rahman,Afghanistan,90,15,0,9.8
4856,2025-01-24,Kagiso Rabada,New Zealand,82,5,13,8.4
4857,2025-04-11,Devon Conway,Bangladesh,72,8,20,7.6
4858,2024-08-02,Joe Root,Afghanistan,88,8,4,9.2
4859,2024-04-23,Rashid Khan,West Indies,62,6,32,6.5
4860,2024-11-13,Yashasvi Jaiswal,Australia,55,12,33,6.1
4861,2025-06-12,Pat Cummins,Australia,64,16,20,7.2
4862,2024-02-19,Mohammad Rizwan,South Africa,81,14,5,8.8
4863,2024-04-19,Harry Brook,Bangladesh,94,13,0,10.0
4864,2024-03-31,Shakib Al Hasan,Bangladesh,87,20,0,9.7
4865,2024-06-12,Shakib Al Hasan,Bangladesh,58,18,24,6.7
4866,2024-01-24,Kane Williamson,South Africa,71,5,24,7.3
4867,2023-03-12,Shubman Gill,Australia,70,17,13,7.9
4868,2023-02-13,Nicholas Pooran,Australia,75,8,17,7.9
4869,2024-02-08,Shimron Hetmyer,Pakistan,55,13,32,6.2
4870,2024-01-07,Kagiso Rabada,West Indies,72,12,16,7.8
4871,2025-03-31,Shubman Gill,Pakistan,70,19,11,8.0
4872,2023-04-29,Pat Cummins,South Africa,68,10,22,7.3
4873,2024-11-20,Harry Brook,Afghanistan,58,3,39,5.9
4874,2023-12-28,Virat Kohli,Pakistan,68,6,26,7.1
4875,2025-02-17,Fakhar Zaman,Bangladesh,74,8,18,7.8
4876,2023-09-15,Yashasvi Jaiswal,India,93,13,0,9.9
4877,2024-03-03,Shimron Hetmyer,Pakistan,95,9,0,9.9
4878,2023-10-30,Virat Kohli,England,78,13,9,8.4
4879,2024-12-29,Tom Latham,Australia,67,16,17,7.5
4880,2023-04-15,Ben Stokes,India,81,5,14,8.3
4881,2023-03-02,Mohammed Shami,Afghanistan,71,12,17,7.7
4882,2023-12-20,Steve Smith,South Africa,55,15,30,6.2
4883,2024-08-13,Shaheen Afridi,South Africa,88,19,0,9.8
4884,2024-04-10,Tom Latham,Pakistan,57,5,38,5.9
4885,2023-11-09,Mohammed Shami,South Africa,63,15,22,7.0
4886,2024-05-28,Trent Boult,Pakistan,89,19,0,9.8
4887,2024-08-19,Jason Holder,West Indies,88,3,9,8.9
4888,2023-06-04,Pat Cummins,Pakistan,72,18,10,8.1
4889,2024-01-10,Ravindra Jadeja,West Indies,78,15,7,8.6
4890,2025-01-03,Ravindra Jadeja,Bangladesh,60,20,20,7.0
4891,2023-03-17,Jasprit Bumrah,England,85,20,0,9.5
4892,2023-09-16,Yashasvi Jaiswal,Australia,66,19,15,7.5
4893,2023-03-04,Mohammad Rizwan,New Zealand,72,18,10,8.1
4894,2024-12-13,Hardik Pandya,New Zealand,72,13,15,7.9
4895,2024-01-19,Shimron Hetmyer,Bangladesh,72,18,10,8.1
4896,2024-08-10,Jos Buttler,England,75,10,15,8.0
4897,2025-01-08,Babar Azam,West Indies,71,3,26,7.2
4898,2023-01-07,Harry Brook,New Zealand,57,4,39,5.9
4899,2024-05-11,Shakib Al Hasan,Afghanistan,87,14,0,9.4
4900,2023-12-26,Virat Kohli,India,63,5,32,6.6
4901,2023-09-04,Rashid Khan,West Indies,58,3,39,5.9
4902,2024-08-27,Joe Root,India,81,16,3,8.9
4903,2023-08-30,Fakhar Zaman,Afghanistan,57,5,38,5.9
4904,2024-02-08,Shimron Hetmyer,India,87,9,4,9.2
4905,2023-11-21,Rahmanullah Gurbaz,New Zealand,59,16,25,6.7
4906,2024-07-23,Yashasvi Jaiswal,Afghanistan,69,16,15,7.7
4907,2024-11-20,Hardik Pandya,Australia,82,13,5,8.8
4908,2024-12-13,Nicholas Pooran,South Africa,64,18,18,7.3
4909,2024-03-20,Babar Azam,Sri Lanka,55,12,33,6.1
4910,2025-02-20,Hardik Pandya,Pakistan,73,19,8,8.2
4911,2024-03-14,Temba Bavuma,India,85,3,12,8.7
4912,2023-05-21,Shakib Al Hasan,Bangladesh,79,16,5,8.7
4913,2023-11-30,Andre Russell,South Africa,82,9,9,8.7
4914,2023-07-03,Andre Russell,New Zealand,78,14,8,8.5
4915,2025-02-13,Jonny Bairstow,West Indies,75,6,19,7.8
4916,2023-08-31,MS Dhoni,Bangladesh,91,10,0,9.6
4917,2023-03-10,Shakib Al Hasan,South Africa,71,3,26,7.2
4918,2023-07-04,Glenn Maxwell,West Indies,71,9,20,7.5
4919,2024-05-08,Quinton de Kock,Bangladesh,87,7,6,9.1
4920,2025-01-30,Mitchell Starc,New Zealand,63,10,27,6.8
4921,2023-08-16,Harry Brook,England,69,3,28,7.0
4922,2025-03-24,Jonny Bairstow,Australia,60,9,31,6.5
4923,2024-03-19,Jonny Bairstow,India,83,10,7,8.8
4924,2025-01-05,Jonny Bairstow,South Africa,76,6,18,7.9
4925,2024-12-29,Mohammad Rizwan,England,76,16,8,8.4
4926,2024-01-15,David Warner,New Zealand,60,9,31,6.5
4927,2023-11-13,Trent Boult,Australia,94,5,1,9.7
4928,2024-11-20,Ben Stokes,India,90,20,0,10.0
4929,2023-08-30,Andre Russell,Sri Lanka,60,8,32,6.4
4930,2024-08-12,Rishabh Pant,West Indies,72,6,22,7.5
4931,2024-11-26,Fakhar Zaman,New Zealand,79,6,15,8.2
4932,2024-05-12,Mohammad Rizwan,West Indies,91,8,1,9.5
4933,2024-09-14,Devon Conway,West Indies,85,7,8,8.8
4934,2025-04-26,KL Rahul,Pakistan,62,19,19,7.1
4935,2024-02-12,Tom Latham,Australia,83,5,12,8.6
4936,2024-09-26,Ravindra Jadeja,Sri Lanka,85,18,0,9.4
4937,2024-06-14,Tom Latham,South Africa,62,16,22,7.0
4938,2023-08-21,MS Dhoni,England,79,5,16,8.1
4939,2023-04-11,Ben Stokes,India,84,12,4,9.0
4940,2023-08-14,Tom Latham,New Zealand,62,5,33,6.5
4941,2023-07-13,Jofra Archer,India,83,12,5,8.9
4942,2024-03-20,Kagiso Rabada,Bangladesh,84,13,3,9.1
4943,2025-06-13,Jofra Archer,New Zealand,56,19,25,6.6
4944,2024-01-13,Mohammed Shami,Pakistan,70,8,22,7.4
4945,2024-07-01,Shimron Hetmyer,West Indies,79,20,1,8.9
4946,2023-09-21,Ben Stokes,India,80,10,10,8.5
4947,2024-03-26,Mitchell Starc,Bangladesh,84,15,1,9.2
4948,2024-12-21,Tom Latham,England,60,10,30,6.5
4949,2024-10-20,Dasun Shanaka,South Africa,81,6,13,8.4
4950,2024-04-03,Rohit Sharma,Pakistan,94,10,0,9.9
4951,2023-07-24,Fakhar Zaman,India,78,10,12,8.3
4952,2024-05-02,Temba Bavuma,Pakistan,64,13,23,7.0
4953,2024-11-27,Trent Boult,Bangladesh,68,14,18,7.5
4954,2023-06-11,Jasprit Bumrah,Pakistan,76,14,10,8.3
4955,2023-11-05,Mujeeb Ur Rahman,Sri Lanka,68,17,15,7.7
4956,2024-09-19,Shimron Hetmyer,Pakistan,78,5,17,8.1
4957,2024-03-13,Andre Russell,South Africa,71,19,10,8.1
4958,2023-12-10,Harry Brook,England,79,18,3,8.8
4959,2023-08-30,Jonny Bairstow,India,77,7,16,8.1
4960,2023-06-13,Glenn Maxwell,Afghanistan,91,9,0,9.5
4961,2024-07-14,Steve Smith,Afghanistan,78,6,16,8.1
4962,2023-09-23,Shimron Hetmyer,Afghanistan,91,13,0,9.8
4963,2024-03-28,Hardik Pandya,Bangladesh,65,8,27,6.9
4964,2024-11-29,Virat Kohli,Afghanistan,84,6,10,8.7
4965,2024-07-08,Mitchell Starc,Sri Lanka,93,5,2,9.5
4966,2025-05-23,Suryakumar Yadav,West Indies,66,6,28,6.9
4967,2023-11-09,Babar Azam,Bangladesh,75,7,18,7.9
4968,2024-02-17,Glenn Maxwell,Afghanistan,80,11,9,8.6
4969,2025-01-17,Kusal Mendis,West Indies,76,9,15,8.1
4970,2024-12-12,Mohammad Rizwan,Pakistan,70,5,25,7.2
4971,2025-05-30,Shakib Al Hasan,India,62,15,23,6.9
4972,2023-11-06,Mohammed Shami,Afghanistan,68,14,18,7.5
4973,2023-03-12,Shakib Al Hasan,West Indies,79,13,8,8.6
4974,2023-01-27,Ravindra Jadeja,England,77,15,8,8.4
4975,2024-06-18,Virat Kohli,Afghanistan,92,19,0,10.1
4976,2023-06-23,Shakib Al Hasan,New Zealand,64,16,20,7.2
4977,2023-03-27,Fakhar Zaman,South Africa,85,4,11,8.7
4978,2024-03-16,Shakib Al Hasan,England,90,5,5,9.2
4979,2024-03-14,Pat Cummins,New Zealand,88,16,0,9.6
4980,2023-03-31,Jason Holder,West Indies,60,14,26,6.7
4981,2025-05-30,Kagiso Rabada,England,59,11,30,6.5
4982,2023-03-24,Shaheen Afridi,England,85,10,5,9.0
4983,2023-12-25,Wanindu Hasaranga,New Zealand,55,13,32,6.2
4984,2024-06-11,Jason Holder,India,61,10,29,6.6
4985,2024-11-03,Andre Russell,New Zealand,62,19,19,7.1
4986,2025-04-18,Babar Azam,Bangladesh,90,18,0,9.9
4987,2023-05-15,Ben Stokes,Bangladesh,89,4,7,9.1
4988,2024-07-16,Jonny Bairstow,Afghanistan,55,15,30,6.2
4989,2023-06-24,Kagiso Rabada,Pakistan,94,3,3,9.5
4990,2023-04-17,Pat Cummins,Australia,73,7,20,7.7
4991,2023-03-16,Devon Conway,Bangladesh,88,4,8,9.0
4992,2024-03-29,Hardik Pandya,England,71,18,11,8.0
4993,2023-03-18,Mustafizur Rahman,Pakistan,70,20,10,8.0
4994,2023-11-29,Rishabh Pant,Bangladesh,84,10,6,8.9
4995,2025-02-22,Ben Stokes,England,63,19,18,7.2
4996,2023-11-21,Virat Kohli,South Africa,86,10,4,9.1
4997,2023-09-09,Ravindra Jadeja,Pakistan,64,13,23,7.0
4998,2023-01-05,Dasun Shanaka,Bangladesh,85,12,3,9.1
4999,2023-05-22,Tom Latham,Sri Lanka,56,12,32,6.2
5000,2024-11-14,Shubman Gill,New Zealand,59,7,34,6.2
5001,2024-10-30,Trent Boult,India,57,7,36,6.0
5002,2025-03-02,Kane Williamson,Pakistan,82,18,0,9.1
5003,2024-10-26,Angelo Mathews,Sri Lanka,92,14,0,9.9
5004,2023-02-19,Litton Das,India,76,11,13,8.1
5005,2024-05-15,Kagiso Rabada,Pakistan,81,8,11,8.5
5006,2025-03-24,Fakhar Zaman,Pakistan,65,7,28,6.9
5007,2024-10-17,Jason Holder,Afghanistan,68,9,23,7.2
5008,2025-02-05,Jasprit Bumrah,South Africa,60,4,36,6.2
5009,2025-05-24,Harry Brook,Australia,92,9,0,9.7
5010,2024-04-29,Hardik Pandya,Sri Lanka,91,18,0,10.0
5011,2023-12-14,Jos Buttler,Bangladesh,86,3,11,8.8
5012,2024-05-04,Angelo Mathews,New Zealand,80,6,14,8.3
5013,2025-06-14,Devon Conway,South Africa,66,7,27,6.9
5014,2024-01-06,Mustafizur Rahman,Afghanistan,72,16,12,8.0
5015,2023-07-19,Shaheen Afridi,Sri Lanka,65,11,24,7.0
5016,2023-01-07,Glenn Maxwell,Pakistan,84,5,11,8.7
5017,2023-07-17,Andre Russell,England,66,6,28,6.9
5018,2023-11-11,Babar Azam,Pakistan,92,16,0,10.0
5019,2023-02-13,Temba Bavuma,England,57,7,36,6.0
5020,2024-03-30,Babar Azam,England,82,13,5,8.8
5021,2024-07-30,Trent Boult,Pakistan,71,12,17,7.7
5022,2024-05-01,Nicholas Pooran,Afghanistan,85,16,0,9.3
5023,2024-01-29,Mustafizur Rahman,South Africa,83,10,7,8.8
5024,2023-11-02,Joe Root,England,89,15,0,9.7
5025,2024-01-01,Shakib Al Hasan,Pakistan,95,15,0,10.2
5026,2025-05-13,Temba Bavuma,Afghanistan,61,9,30,6.6
5027,2023-09-12,Rahmanullah Gurbaz,England,89,8,3,9.3
5028,2025-06-11,Jonny Bairstow,Afghanistan,56,9,35,6.0
5029,2024-12-03,Suryakumar Yadav,South Africa,66,13,21,7.2
5030,2024-10-02,Glenn Maxwell,New Zealand,82,17,1,9.1
5031,2024-11-24,Jofra Archer,West Indies,66,14,20,7.3
5032,2024-07-29,Angelo Mathews,Bangladesh,80,17,3,8.8
5033,2024-08-12,Yashasvi Jaiswal,Pakistan,62,10,28,6.7
5034,2023-02-16,Steve Smith,India,95,4,1,9.7
5035,2024-04-22,Angelo Mathews,South Africa,58,4,38,6.0
5036,2025-04-11,Glenn Maxwell,Bangladesh,59,8,33,6.3
5037,2025-04-16,Suryakumar Yadav,South Africa,76,3,21,7.8
5038,2025-01-28,Suryakumar Yadav,Australia,66,3,31,6.8
5039,2023-08-22,Tom Latham,West Indies,59,14,27,6.6
5040,2023-07-29,Yashasvi Jaiswal,West Indies,72,11,17,7.8
5041,2023-11-27,Nicholas Pooran,Sri Lanka,84,7,9,8.8
5042,2023-08-07,David Warner,New Zealand,71,5,24,7.3
5043,2025-05-01,Joe Root,Pakistan,63,3,34,6.5
5044,2023-04-05,Babar Azam,England,79,18,3,8.8
5045,2023-11-19,Mohammed Shami,New Zealand,56,11,33,6.2
5046,2023-03-15,Rishabh Pant,New Zealand,63,8,29,6.7
5047,2023-11-13,Mujeeb Ur Rahman,Afghanistan,83,9,8,8.8
5048,2023-07-20,MS Dhoni,Pakistan,88,6,6,9.1
5049,2024-08-27,Rishabh Pant,England,91,7,2,9.4
5050,2024-07-27,Wanindu Hasaranga,Pakistan,68,18,14,7.7
5051,2023-04-26,Yashasvi Jaiswal,Afghanistan,85,5,10,8.8
5052,2025-04-16,Shakib Al Hasan,Afghanistan,77,17,6,8.6
5053,2025-04-13,Kagiso Rabada,Pakistan,64,6,30,6.7
5054,2024-08-21,Quinton de Kock,South Africa,66,8,26,7.0
5055,2025-06-18,Mustafizur Rahman,Pakistan,75,13,12,8.1
5056,2023-05-02,Kagiso Rabada,Australia,73,8,19,7.7
5057,2024-07-09,Mohammad Rizwan,England,65,3,32,6.7
5058,2025-01-26,Pat Cummins,New Zealand,77,12,11,8.3
5059,2025-03-26,Kane Williamson,South Africa,93,5,2,9.5
5060,2025-03-11,Glenn Maxwell,India,75,5,20,7.8
5061,2025-03-07,Rohit Sharma,Afghanistan,81,15,4,8.8
5062,2023-01-01,Nicholas Pooran,South Africa,84,4,12,8.6
5063,2023-03-22,Jofra Archer,Australia,70,20,10,8.0
5064,2023-11-21,Jonny Bairstow,Afghanistan,80,12,8,8.6
5065,2023-01-31,Steve Smith,Australia,91,20,0,10.1
5066,2024-05-07,Trent Boult,England,95,7,0,9.8
5067,2025-01-08,Virat Kohli,Bangladesh,82,20,0,9.2
5068,2023-10-18,Babar Azam,Sri Lanka,95,17,0,10.3
5069,2024-06-02,Dasun Shanaka,South Africa,56,15,29,6.3
5070,2023-01-09,Jos Buttler,Bangladesh,87,13,0,9.4
5071,2023-01-18,Pat Cummins,Australia,95,10,0,10.0
5072,2023-11-24,Yashasvi Jaiswal,India,92,14,0,9.9
5073,2025-01-10,Kagiso Rabada,Pakistan,79,13,8,8.6
5074,2024-07-17,KL Rahul,India,71,19,10,8.1
5075,2023-09-24,Suryakumar Yadav,Australia,86,12,2,9.2
5076,2024-11-08,Mohammed Shami,Pakistan,66,7,27,6.9
5077,2024-09-11,Hardik Pandya,England,72,4,24,7.4
5078,2023-01-17,Jos Buttler,Bangladesh,90,17,0,9.8
5079,2023-03-18,Babar Azam,Afghanistan,85,8,7,8.9
5080,2023-05-22,Shaheen Afridi,Australia,62,4,34,6.4
5081,2024-08-31,Harry Brook,Sri Lanka,70,12,18,7.6
5082,2025-05-14,Tom Latham,Australia,74,7,19,7.8
5083,2025-06-09,Joe Root,Bangladesh,69,18,13,7.8
5084,2023-04-15,Fakhar Zaman,Sri Lanka,86,12,2,9.2
5085,2023-03-28,Dasun Shanaka,Pakistan,85,14,1,9.2
5086,2023-11-06,Wanindu Hasaranga,New Zealand,72,12,16,7.8
5087,2025-04-08,Jonny Bairstow,Bangladesh,80,4,16,8.2
5088,2025-05-26,Ravindra Jadeja,Australia,87,3,10,8.8
5089,2023-04-30,Ben Stokes,Bangladesh,85,17,0,9.4
5090,2025-01-30,Angelo Mathews,Afghanistan,86,9,5,9.1
5091,2024-11-11,Mohammad Rizwan,Australia,58,12,30,6.4
5092,2025-04-03,Travis Head,Sri Lanka,87,8,5,9.1
5093,2023-07-01,Andre Russell,New Zealand,92,11,0,9.8
5094,2025-02-09,Aiden Markram,Sri Lanka,76,4,20,7.8
5095,2024-12-23,Nicholas Pooran,England,87,6,7,9.0
5096,2024-04-24,Ravindra Jadeja,Sri Lanka,90,17,0,9.8
5097,2024-04-08,Rishabh Pant,Pakistan,81,16,3,8.9
5098,2023-07-29,David Warner,India,95,9,0,9.9
5099,2023-05-23,Nicholas Pooran,Bangladesh,85,17,0,9.4
5100,2023-10-25,Yashasvi Jaiswal,England,86,11,3,9.2
5101,2024-12-19,Andre Russell,South Africa,73,20,7,8.3
5102,2024-11-01,Mustafizur Rahman,West Indies,83,8,9,8.7
5103,2023-02-25,Nicholas Pooran,New Zealand,87,17,0,9.5
5104,2024-10-07,Jos Buttler,England,88,3,9,8.9
5105,2024-09-10,Mitchell Starc,New Zealand,84,16,0,9.2
5106,2024-07-01,Aiden Markram,Bangladesh,70,17,13,7.9
5107,2025-03-05,Kagiso Rabada,Bangladesh,67,13,20,7.3
5108,2024-08-08,Suryakumar Yadav,South Africa,91,3,6,9.2
5109,2023-10-12,Virat Kohli,England,75,4,21,7.7
5110,2024-11-09,Rishabh Pant,West Indies,66,3,31,6.8
5111,2025-02-10,Jonny Bairstow,West Indies,66,7,27,6.9
5112,2025-03-19,David Warner,Australia,91,7,2,9.4
5113,2023-06-09,Hardik Pandya,England,95,17,0,10.3
5114,2025-03-09,Tom Latham,Sri Lanka,92,17,0,10.0
5115,2023-12-22,Mitchell Starc,Sri Lanka,90,10,0,9.5
5116,2023-12-14,Shubman Gill,West Indies,94,14,0,10.1
5117,2024-09-13,Ravindra Jadeja,South Africa,79,9,12,8.3
5118,2023-03-29,Jofra Archer,England,84,13,3,9.1
5119,2023-09-17,Mustafizur Rahman,New Zealand,94,20,0,10.4
5120,2023-11-08,Kagiso Rabada,Afghanistan,62,10,28,6.7
5121,2023-02-15,Pat Cummins,India,56,8,36,6.0
5122,2024-04-03,Yashasvi Jaiswal,Sri Lanka,88,19,0,9.8
5123,2023-12-20,Andre Russell,South Africa,66,3,31,6.8
5124,2025-06-16,David Warner,Bangladesh,82,18,0,9.1
5125,2024-06-05,Jasprit Bumrah,Bangladesh,66,9,25,7.0
5126,2023-07-14,Rashid Khan,West Indies,70,16,14,7.8
5127,2024-09-09,Jasprit Bumrah,India,63,11,26,6.9
5128,2025-02-01,Tom Latham,Sri Lanka,72,3,25,7.3
5129,2024-08-03,Joe Root,New Zealand,89,7,4,9.2
5130,2025-05-04,Jason Holder,India,75,14,11,8.2
5131,2023-04-08,Ben Stokes,New Zealand,79,7,14,8.2
5132,2023-11-16,Suryakumar Yadav,West Indies,72,12,16,7.8
5133,2024-10-24,Pat Cummins,India,72,8,20,7.6
5134,2023-05-05,Mustafizur Rahman,Pakistan,93,8,0,9.7
5135,2025-01-21,Steve Smith,Pakistan,69,14,17,7.6
5136,2024-09-24,Temba Bavuma,India,74,17,9,8.2
5137,2024-04-17,Ravindra Jadeja,England,73,19,8,8.2
5138,2025-03-02,Jos Buttler,England,62,20,18,7.2
5139,2024-09-10,Shakib Al Hasan,India,64,4,32,6.6
5140,2025-04-08,Andre Russell,Australia,82,20,0,9.2
5141,2025-05-12,Fakhar Zaman,Pakistan,75,3,22,7.7
5142,2024-10-14,Steve Smith,West Indies,83,14,3,9.0
5143,2023-08-31,Mohammad Rizwan,Sri Lanka,78,16,6,8.6
5144,2024-08-11,Steve Smith,Bangladesh,86,4,10,8.8
5145,2025-05-28,Rishabh Pant,Bangladesh,57,11,32,6.2
5146,2023-04-21,Shimron Hetmyer,Afghanistan,56,4,40,5.8
5147,2025-05-08,Kagiso Rabada,New Zealand,66,13,21,7.2
5148,2025-04-10,Virat Kohli,England,75,5,20,7.8
5149,2025-01-09,Wanindu Hasaranga,Australia,64,7,29,6.8
5150,2024-05-22,Kane Williamson,India,58,12,30,6.4
5151,2024-07-12,Devon Conway,Sri Lanka,64,17,19,7.2
5152,2024-06-17,Shubman Gill,Australia,80,13,7,8.7
5153,2024-08-04,Pat Cummins,Sri Lanka,55,7,38,5.8
5154,2024-08-29,Jonny Bairstow,England,79,10,11,8.4
5155,2023-05-29,Shaheen Afridi,England,68,7,25,7.1
5156,2023-07-18,Jasprit Bumrah,South Africa,70,4,26,7.2
5157,2025-04-19,Travis Head,New Zealand,72,16,12,8.0
5158,2024-07-03,Suryakumar Yadav,West Indies,85,6,9,8.8
5159,2023-01-10,Jonny Bairstow,India,61,20,19,7.1
5160,2025-04-14,Angelo Mathews,Bangladesh,89,10,1,9.4
5161,2023-07-15,Shimron Hetmyer,South Africa,64,9,27,6.9
5162,2023-05-27,Shaheen Afridi,New Zealand,84,3,13,8.6
5163,2023-05-13,Aiden Markram,New Zealand,61,7,32,6.5
5164,2024-09-02,Shaheen Afridi,Sri Lanka,67,13,20,7.3
5165,2023-02-08,Fakhar Zaman,Afghanistan,71,19,10,8.1
5166,2024-01-22,Mujeeb Ur Rahman,Australia,65,7,28,6.9
5167,2023-06-21,Litton Das,England,72,9,19,7.7
5168,2024-10-10,Kane Williamson,India,83,19,0,9.2
5169,2023-03-10,Mohammad Rizwan,South Africa,70,16,14,7.8
5170,2023-04-08,Shaheen Afridi,Bangladesh,87,9,4,9.2
5171,2023-03-04,Shubman Gill,Sri Lanka,92,13,0,9.8
5172,2023-08-06,Wanindu Hasaranga,Afghanistan,88,8,4,9.2
5173,2024-04-13,Jos Buttler,Afghanistan,59,11,30,6.5
5174,2023-05-17,Trent Boult,New Zealand,57,11,32,6.2
5175,2024-02-13,Litton Das,West Indies,80,10,10,8.5
5176,2023-07-04,Fakhar Zaman,Australia,84,17,0,9.2
5177,2024-01-22,Rahmanullah Gurbaz,Pakistan,88,7,5,9.2
5178,2023-11-09,Mohammad Rizwan,South Africa,69,6,25,7.2
5179,2025-01-25,Andre Russell,Australia,78,5,17,8.1
5180,2025-01-13,Wanindu Hasaranga,South Africa,70,16,14,7.8
5181,2025-04-18,Litton Das,New Zealand,87,10,3,9.2
5182,2023-05-02,Mohammed Shami,India,79,16,5,8.7
5183,2024-09-02,Shimron Hetmyer,Afghanistan,68,10,22,7.3
5184,2023-01-28,Jos Buttler,South Africa,76,7,17,8.0
5185,2024-03-08,Angelo Mathews,Sri Lanka,78,3,19,8.0
5186,2024-09-19,Kagiso Rabada,Afghanistan,61,5,34,6.3
5187,2024-04-23,Tom Latham,Bangladesh,59,10,31,6.4
5188,2024-09-08,Yashasvi Jaiswal,England,89,9,2,9.4
5189,2023-05-21,Jofra Archer,Australia,88,10,2,9.3
5190,2023-11-20,Temba Bavuma,England,75,6,19,7.8
5191,2023-06-25,Virat Kohli,Sri Lanka,69,14,17,7.6
5192,2024-10-15,Shubman Gill,Afghanistan,56,8,36,6.0
5193,2023-09-21,Kusal Mendis,England,64,20,16,7.4
5194,2025-03-27,Kagiso Rabada,New Zealand,80,3,17,8.1
5195,2024-12-17,Angelo Mathews,West Indies,55,11,34,6.0
5196,2023-08-13,Shakib Al Hasan,Sri Lanka,63,12,25,6.9
5197,2023-11-03,Rashid Khan,Sri Lanka,55,16,29,6.3
5198,2023-08-28,Joe Root,Sri Lanka,84,10,6,8.9
5199,2025-03-10,David Warner,Bangladesh,76,4,20,7.8
5200,2024-03-11,Pat Cummins,Australia,81,11,8,8.7
5201,2023-12-13,Mohammad Rizwan,West Indies,59,11,30,6.5
5202,2023-01-01,Jofra Archer,Pakistan,90,5,5,9.2
5203,2023-07-19,Kane Williamson,Bangladesh,55,14,31,6.2
5204,2024-01-16,Shubman Gill,England,73,20,7,8.3
5205,2024-09-08,Mustafizur Rahman,Bangladesh,75,8,17,7.9
5206,2024-10-21,Mohammad Rizwan,West Indies,84,15,1,9.2
5207,2025-05-04,KL Rahul,India,60,19,21,6.9
5208,2025-01-07,Jofra Archer,New Zealand,95,13,0,10.1
5209,2023-12-14,KL Rahul,Bangladesh,89,5,6,9.2
5210,2025-06-02,David Warner,Australia,59,4,37,6.1
5211,2023-12-13,Babar Azam,India,55,17,28,6.3
5212,2024-11-07,KL Rahul,Afghanistan,70,10,20,7.5
5213,2024-10-28,Jofra Archer,New Zealand,74,20,6,8.4
5214,2024-12-18,Jofra Archer,Afghanistan,90,11,0,9.5
5215,2024-09-17,Yashasvi Jaiswal,New Zealand,90,7,3,9.4
5216,2023-05-29,Jonny Bairstow,Sri Lanka,79,10,11,8.4
5217,2023-12-21,Shimron Hetmyer,Australia,88,12,0,9.4
5218,2023-07-15,Rashid Khan,West Indies,70,4,26,7.2
5219,2024-12-28,MS Dhoni,Afghanistan,95,19,0,10.4
5220,2024-05-23,Angelo Mathews,Afghanistan,87,9,4,9.2
5221,2023-06-27,Rishabh Pant,Afghanistan,91,19,0,10.0
5222,2024-09-23,Babar Azam,Pakistan,61,12,27,6.7
